Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Seychelles,3949.33,4153.29,4224.56,4302.24,4477.88,4479.27,4458.21,4553.43,4596.07,4711.89,4932.24,4814.49,5101.11,5654.17,5720.0,4986.87,4902.9,5415.74,5938.67,5629.59,6073.49,6751.14,6986.43,7463.87,7458.92,7573.33,8239.79,8597.5,9595.75,10753.64,10423.76,9723.33,9585.85,9304.89,9670.87,10611.71,10821.04,10769.14,11328.71,12593.76,13424.68,13623.74,14598.32,15400.57,14862.09,14542.81,15425.95,16787.78,17885.42,17767.98,17979.82,18376.57,17782.46,16663.41,16290.87,19087.46,20313.34,22884.97,22263.76,21083.08,21822.72,22779.17,23781.34,24834.49,25929.99,27070.42
Sierra Leone,512.97,533.94,544.14,557.83,580.21,593.01,607.44,621.84,631.89,657.43,670.03,673.48,721.84,758.55,786.66,810.97,832.3,782.29,825.99,877.53,931.56,923.61,922.94,938.18,958.21,939.27,925.16,913.65,939.44,959.29,972.91,1042.63,1030.11,999.32,999.42,946.28,940.5,953.5,930.38,940.64,935.95,869.23,768.34,757.36,764.85,715.61,606.77,495.71,487.56,441.3,450.97,508.26,601.97,635.4,659.89,679.0,713.6,740.43,761.92,773.14,787.76,807.45,833.22,861.36,892.72,925.14
Singapore,4200.31,4271.94,4333.02,4407.06,4434.77,4514.34,4492.17,4486.0,4464.99,4301.85,4527.09,4718.35,4845.17,5047.23,4896.31,5117.2,5449.89,5812.93,6402.42,6920.63,7561.94,8301.73,9177.19,10070.6,10531.33,10700.01,11286.54,11897.39,12704.22,13606.46,14623.29,15299.88,15898.08,17167.96,18167.43,17755.91,17940.44,19328.37,20928.06,22455.36,23853.32,24798.65,25641.37,27965.62,30123.21,31692.37,33031.72,34827.02,32870.5,34765.61,37365.07,35581.94,36874.64,37742.0,40865.42,43738.3,46148.06,48373.7,48389.03,46370.47,51861.47,53257.92,54614.01,55925.37,57217.19,58490.18
Slovakia,3724.39,3849.8,3984.71,4136.91,4295.93,4445.58,4638.42,4772.04,4901.97,5028.64,5263.38,5433.15,5637.06,5796.05,6096.12,6334.63,6570.75,6790.62,7073.35,7355.27,7708.04,7975.93,8242.1,8585.88,8912.18,9005.98,9364.67,9644.25,9957.26,10213.37,10345.96,10488.31,10547.49,10630.67,10872.66,11180.12,11545.58,11790.19,11968.84,12112.73,11903.51,10067.12,9314.53,9459.4,9957.59,10611.79,11605.7,12202.51,12728.13,12625.28,12778.75,13241.09,13857.02,14479.6,15149.89,16127.95,17480.86,19343.34,20529.39,19507.03,20248.93,21055.72,21906.01,22778.67,23675.08,24605.22
Slovenia,5663.57,5830.05,6009.37,6213.09,6425.2,6621.51,6880.14,7049.04,7211.0,7366.71,7678.69,7893.55,8155.9,8351.23,8747.23,9051.84,9350.38,9623.26,9982.44,10337.34,10788.29,11117.03,11440.48,11868.33,12268.38,12346.2,12784.78,13111.97,13481.49,13771.0,13892.05,14024.89,14045.64,14097.81,14359.05,14545.22,14817.83,15106.95,15483.06,15729.79,15880.51,14471.93,13735.33,14336.51,15063.41,15740.92,16303.83,17122.9,17777.89,18713.76,19490.32,20020.46,20785.3,21380.09,22315.71,23386.79,24721.59,26423.88,27345.59,24929.86,25145.73,25703.69,26431.98,27238.74,27960.33,28642.55
Solomon Islands,1220.42,1243.3,1268.29,1297.72,1328.15,1354.57,1392.92,1412.36,1429.87,1445.64,1491.27,1517.15,1551.36,1572.08,1629.6,1668.91,1706.12,1737.75,1783.97,1828.29,1888.31,1913.62,1812.33,1900.33,2146.21,1961.75,2107.85,2238.37,2339.55,2679.23,2466.13,2482.25,2361.8,2271.02,2240.0,2233.8,2103.38,2161.9,2144.5,2182.72,2159.68,2214.59,2417.46,2445.08,2494.74,2634.19,2604.01,2550.06,2515.97,2436.38,2032.17,1819.19,1726.6,1787.39,1838.63,1946.7,2049.09,2189.53,2432.71,2326.71,2351.82,2420.21,2581.17,2725.86,2856.05,3076.03
Somalia,911.61,944.54,958.21,976.39,1010.94,1025.44,1043.76,1062.54,1072.73,1109.98,1106.76,1135.48,1161.0,1181.84,1058.15,984.35,1084.39,1119.57,1118.83,984.95,1040.2,1051.86,1188.92,1058.37,1031.49,1108.95,1010.13,1100.4,1125.45,959.06,868.79,888.44,942.01,857.24,822.74,820.53,834.09,862.22,861.88,870.56,861.65,845.25,774.2,777.74,649.47,642.89,649.47,620.95,613.54,610.85,609.0,607.19,611.56,612.26,615.07,617.58,623.02,627.87,633.66,638.67,637.46,638.78,641.49,644.52,647.75,650.99
South Africa,4206.44,4289.64,4248.53,4424.01,4585.11,4662.48,4784.27,4879.04,4861.11,4944.25,5074.44,5168.71,5337.17,5531.74,5742.59,6009.25,6100.97,6356.45,6465.75,6637.06,6833.97,6974.68,6926.11,7073.87,7222.46,7263.06,7236.53,7188.9,7189.06,7340.88,7724.72,7900.71,7619.69,7424.5,7516.82,7216.34,6993.62,6980.97,7121.77,7165.49,6994.56,6794.13,6515.9,6476.13,6576.2,6672.67,6809.88,6864.01,6795.56,6851.36,7028.57,7122.1,7282.73,7419.28,7682.55,8070.45,8438.09,8828.64,9032.19,8751.14,8909.47,9108.53,9347.06,9617.26,9912.56,10224.81
Spain,4355.22,4841.22,5059.59,4943.5,5383.37,5594.94,5932.16,6101.43,6297.49,6140.62,6510.74,7183.29,7806.11,8434.31,8841.99,9302.31,9841.85,10165.47,10638.32,11416.53,11783.59,12171.55,13007.42,13859.49,14512.12,14524.7,14862.17,15065.93,15144.13,15119.9,15347.59,15161.33,15262.41,15439.23,15629.54,15939.77,16433.56,17326.68,18194.91,19062.61,19753.59,20204.67,20323.13,20002.1,20429.09,21054.59,21523.49,22311.65,23273.3,24307.93,25264.14,25894.88,26292.38,26665.52,27098.08,27623.13,28257.97,28776.65,28567.79,27241.28,27119.72,27293.03,27732.59,28266.22,28812.59,29338.62
Sri Lanka,889.94,919.78,940.82,904.15,926.72,950.26,874.43,876.8,898.93,895.32,916.35,954.9,952.07,978.81,992.98,996.45,1010.38,1065.91,1100.2,1154.65,1201.15,1187.72,1194.31,1223.53,1251.81,1271.79,1294.75,1333.89,1403.69,1458.7,1516.29,1576.67,1629.27,1678.38,1749.85,1815.39,1870.41,1876.29,1902.15,1918.19,2013.17,2083.14,2147.67,2266.25,2362.21,2464.41,2530.56,2663.63,2763.85,2852.14,3008.48,2936.9,3022.24,3163.55,3296.56,3474.43,3703.96,3923.53,4127.94,4237.7,4481.3,4743.03,4999.27,5269.36,5553.96,5889.94
Sudan,1021.68,1043.09,1066.35,1088.06,1111.42,1135.49,1213.53,1176.65,1194.71,1289.68,1285.2,1259.8,1310.47,1251.88,1215.53,1264.45,1212.53,1180.17,1196.86,1210.32,1194.07,1210.87,1136.39,1078.9,1143.97,1252.12,1410.5,1491.88,1390.87,1273.22,1242.13,1252.86,1267.18,1168.75,1077.75,1018.7,1028.53,1132.07,1124.0,1177.82,1088.16,1143.54,1142.54,1167.67,1148.51,1204.89,1296.0,1379.64,1381.52,1439.92,1528.68,1550.51,1468.34,1490.13,1681.33,1743.85,1867.25,1996.18,2074.27,2121.12,2180.59,2253.58,2328.76,2385.11,2448.67,2508.74
Suriname,3630.41,3709.69,3795.72,3895.59,3999.01,4090.94,4219.52,4291.37,4357.74,4419.16,4572.5,4665.94,4785.62,4864.27,5057.52,5195.22,5327.17,5442.39,5604.08,5760.72,5967.89,6144.87,6465.85,6548.94,6518.26,6649.18,7183.07,7720.89,8101.01,7736.94,7281.3,7643.43,7457.97,7118.41,6922.73,7364.54,7137.25,6395.34,6869.0,7041.95,6739.3,6969.67,6824.01,6076.85,5772.16,5866.48,6276.18,6694.83,6901.36,5780.04,5746.84,5979.6,6069.63,6422.87,6656.64,7432.2,7627.22,8049.61,8364.9,8484.06,8718.99,9016.0,9383.45,9925.6,10372.79,10840.17
Swaziland,575.3,594.11,600.56,610.63,629.86,636.53,646.46,656.47,660.8,681.57,747.53,814.07,942.29,971.03,1072.42,1192.26,1213.38,1287.74,1214.42,1234.95,1513.26,1568.21,1737.13,1612.19,2021.18,2301.33,2332.9,2322.4,2279.47,2292.94,2324.31,2518.46,2469.64,2432.31,2515.25,2579.24,2747.3,3014.4,3086.63,3306.01,3511.57,3463.92,3447.4,3450.76,3499.84,3578.54,3615.97,3634.58,3686.1,3762.87,3869.21,3872.56,3919.66,4027.62,4087.57,4157.65,4244.73,4353.1,4397.44,4406.09,4479.03,4572.59,4669.64,4764.04,4860.36,4958.42
Sweden,9913.71,10109.54,10251.48,10504.46,10931.77,11143.32,11425.14,11628.35,11880.8,12345.16,12705.18,13284.73,13753.81,14366.31,15067.69,15507.49,15761.11,16163.6,16661.49,17280.81,18022.43,18098.14,18461.61,19068.3,19620.68,20047.69,20284.67,19980.87,20162.68,20847.53,21127.19,21055.5,21278.75,21591.68,22452.66,22928.45,23525.54,24256.03,24776.9,25305.07,25349.76,24914.44,24478.51,23837.5,24576.47,25370.9,25712.32,26319.58,27361.15,28593.35,29781.22,30061.54,30715.95,31288.43,32489.69,33574.84,34851.11,35811.84,35493.14,33444.87,34754.16,35535.36,36475.58,37600.2,38726.69,39887.85
Switzerland,14044.74,14911.13,14727.53,15018.94,15719.05,16518.46,17335.91,17692.04,17037.15,18025.31,18989.65,19982.3,20395.7,20894.39,21647.65,21967.27,22313.5,22755.66,23284.8,24179.06,25450.26,26224.55,26844.41,27460.49,27780.65,26007.0,26062.15,26765.29,27044.35,27764.38,28943.06,29210.86,28664.11,28729.81,29533.11,30426.28,30857.73,31109.97,31924.55,33041.29,33938.59,33171.94,32799.14,32439.74,32616.37,32541.96,32592.85,33172.86,34006.11,34265.51,35290.64,35471.8,35356.37,35026.3,35682.45,36388.8,37516.56,38550.85,38922.13,37835.49,38702.18,39186.61,39698.19,40284.26,40879.45,41483.93
Syrian Arab Republic,1338.18,1274.51,1527.92,1673.18,1850.23,1665.78,1890.58,1953.08,1686.24,1704.04,1692.31,1729.73,2133.99,1952.29,2078.44,2033.84,1851.79,1914.31,1934.05,2194.56,1981.35,2080.21,2462.43,2221.96,2566.96,2929.69,3113.56,2930.88,3097.67,3106.55,3341.71,3535.72,3510.08,3440.61,3153.3,3222.93,2968.88,2917.89,3211.59,2805.56,2926.67,3093.12,3382.2,3485.71,3624.99,3727.25,3840.59,3816.14,3944.23,3715.34,3693.48,3777.03,3879.42,3737.05,3904.81,3982.03,4104.22,4134.91,4196.79,4267.53,4372.34,4498.64,4632.64,4771.59,4915.52,5063.84
Taiwan,1541.97,1595.53,1711.57,1800.82,1893.09,1961.96,1997.85,2070.84,2134.83,2211.45,2269.05,2338.79,2434.0,2565.27,2758.8,2951.93,3108.4,3327.62,3509.8,3716.54,4003.92,4366.69,4780.29,5222.06,5227.04,5369.37,5897.45,6316.53,6943.73,7330.74,7685.41,7984.86,8113.81,8584.2,9254.87,9559.49,10402.45,11545.7,12138.2,12909.81,13552.26,14434.23,15398.44,16295.46,17359.03,18298.85,19209.86,20166.63,20788.34,21804.31,22798.83,22201.83,23544.29,24153.7,25341.4,26471.01,27976.33,29703.83,29240.91,28495.42,30695.16,31719.91,32855.98,34097.62,35399.79,36767.88
Tajikistan,938.07,927.87,980.2,1012.3,1051.43,1134.69,1237.53,1245.38,1329.42,1290.78,1405.95,1472.48,1494.69,1436.31,1628.08,1714.83,1792.18,1865.76,1974.28,1990.96,2149.53,2197.13,2193.75,2385.71,2445.85,2435.55,2546.91,2596.94,2653.2,2622.53,2610.56,2621.78,2678.41,2757.86,2777.27,2786.32,2855.78,2823.18,2964.64,2884.9,2797.23,2530.08,1744.21,1478.14,1219.17,996.09,868.51,850.39,870.96,925.07,1021.09,1099.68,1177.71,1297.55,1396.17,1472.05,1524.66,1661.95,1789.72,1776.92,1813.07,1852.3,1895.21,1939.78,1985.83,2032.98
Tanzania United Republic of,517.38,563.5,563.87,537.38,564.63,566.13,561.73,562.74,556.2,568.4,576.71,550.92,581.33,588.33,642.62,648.14,686.1,699.68,725.6,716.95,727.4,733.09,765.13,755.23,754.05,775.45,787.37,776.92,781.59,780.89,789.13,767.91,745.55,717.54,709.64,715.33,724.06,745.52,758.49,762.07,789.68,800.34,774.85,750.09,742.15,744.84,764.84,773.63,786.86,802.43,813.24,838.21,879.51,912.84,956.16,1027.17,1072.01,1124.85,1194.59,1240.93,1292.37,1349.01,1416.96,1488.37,1563.92,1636.65
Thailand,917.48,890.16,871.5,831.05,850.32,817.94,822.06,865.56,863.62,924.69,994.51,1015.7,1055.97,1106.39,1142.35,1195.28,1282.99,1338.75,1398.66,1454.28,1551.77,1610.0,1612.38,1716.21,1754.91,1804.05,1919.2,2059.22,2232.01,2243.53,2313.5,2413.84,2505.04,2562.91,2668.49,2766.07,2857.35,3056.34,3370.17,3729.6,4137.03,4437.55,4746.06,5061.45,5435.95,5838.11,6101.84,5950.54,5275.29,5469.11,5631.13,5737.06,5967.99,6331.89,6638.18,6899.37,7215.75,7519.19,7637.78,7466.16,7913.8,8142.61,8395.76,8675.66,8983.75,9322.75
Timor-Leste,596.96,609.55,623.22,639.15,655.64,670.21,690.77,702.02,712.35,721.86,746.36,761.05,780.0,792.23,823.1,844.89,865.71,883.79,909.38,934.11,966.99,988.41,1008.96,1038.25,1064.58,1062.69,1091.55,1110.45,1132.53,1147.52,1148.26,1149.89,1142.29,1137.28,1149.01,1154.51,1166.66,1179.82,1199.43,1208.71,1210.44,1290.15,1368.35,1451.11,1547.32,1662.04,1828.32,1922.12,1918.2,1308.91,1255.03,1390.47,1424.48,1347.78,1206.53,1228.37,1140.09,1246.8,1274.47,1395.54,1457.66,1525.98,1593.45,1654.13,1704.49,1756.49
Togo,610.33,621.71,632.84,643.69,654.74,665.93,677.21,688.08,698.53,709.47,751.02,804.88,816.53,841.97,920.87,1014.4,1076.63,1103.98,1124.75,1197.05,1162.77,1201.78,1226.17,1179.32,1196.26,1211.14,1160.16,1246.17,1343.64,1361.26,1255.98,1144.63,1018.52,929.85,929.72,941.98,940.63,893.89,939.05,955.28,970.84,931.72,878.19,724.15,814.42,838.98,874.9,904.86,852.42,842.2,815.48,773.99,759.27,769.89,770.56,755.09,766.02,759.81,753.08,755.66,762.25,770.64,781.39,794.14,805.86,818.06
Tonga,1030.02,1063.62,1099.76,1140.6,1183.22,1223.19,1274.94,1310.32,1344.62,1377.95,1440.79,1485.74,1539.92,1581.73,1661.91,1725.16,1787.63,1845.56,1920.43,1994.92,2088.46,2093.28,2123.41,2160.36,2207.45,2230.66,2262.61,2324.75,2367.46,2397.06,2701.42,3340.45,3771.59,3855.02,4103.76,4366.96,4566.56,4676.06,4549.61,4580.46,4614.71,4901.48,4800.08,4848.26,5019.74,5178.4,5200.49,5057.49,5152.91,5291.65,5467.61,5618.3,5727.3,5810.99,5805.95,5756.01,5744.47,5709.83,5771.16,5734.61,5765.45,5853.51,5956.36,6066.26,6178.37,6292.35
Trinidad and Tobago,4322.81,4583.02,4652.18,4650.91,4676.7,5117.5,5709.31,6141.21,6516.65,6740.84,7235.36,7874.19,7933.32,8065.37,8454.4,8533.89,8844.86,8989.43,9611.36,9838.66,10150.84,9798.58,10578.79,10733.24,11151.47,10968.34,11606.77,12060.57,13105.08,12969.95,14039.75,14329.07,14214.7,12634.9,11980.29,11317.41,10661.04,10315.93,9944.92,9860.18,10103.45,10199.56,10159.97,9730.28,10270.89,10689.75,11204.0,11419.28,12251.31,13062.21,14369.32,14785.05,15650.34,18055.57,19144.75,21087.26,22877.96,24524.83,26886.15,26211.89,27067.44,28061.81,29155.8,30306.99,31512.94,32766.57
Tunisia,1392.7,1389.34,1516.41,1547.88,1559.85,1474.87,1545.04,1481.33,1631.18,1556.97,1700.04,1807.46,1888.89,2084.32,2148.2,2165.02,2177.38,2140.41,2298.57,2340.12,2371.88,2596.47,2993.76,2824.91,3018.52,3079.16,3241.28,3239.28,3373.01,3481.59,3607.03,3718.45,3605.66,3680.61,3806.98,3886.38,3677.68,3804.91,3729.92,3763.88,3956.38,4031.35,4275.84,4278.01,4315.84,4376.37,4607.46,4790.54,4959.97,5196.1,5381.6,5586.74,5610.54,5874.27,6165.19,6335.54,6636.08,6982.73,7242.08,7387.74,7584.48,7853.55,8143.61,8492.4,8863.68,9258.32
Turkey,2696.9,3068.31,3252.64,3510.76,3236.03,3412.33,3397.07,3772.08,3888.62,3811.08,3737.5,3747.76,3854.33,4099.77,4150.03,4174.35,4495.83,4576.37,4769.77,4879.56,4974.62,5165.69,5381.48,5426.75,5518.96,5783.99,6181.98,6365.11,6339.8,6193.84,6042.03,6044.24,5997.87,6116.67,6225.44,6354.95,6565.75,7064.55,7105.99,7024.82,7542.2,7485.21,7738.85,8230.07,7656.52,8078.03,8531.77,9110.23,9204.56,8770.0,9112.08,8464.88,8841.92,9178.85,9894.74,10568.26,11174.4,11553.09,11479.39,10830.55,11481.51,11745.05,12025.04,12322.47,12644.59,12979.7
Turkmenistan,1673.9,1658.6,1740.61,1790.91,1851.87,1979.97,2136.52,2149.14,2276.03,2219.0,2391.74,2491.15,2524.85,2439.46,2722.44,2849.7,2962.66,3069.68,3226.15,3251.13,3477.31,3545.73,3542.28,3812.77,3897.96,3885.08,4041.17,4111.9,4191.1,4150.33,4135.33,4152.39,4232.14,4343.1,4371.41,4385.47,4538.55,4572.64,4730.79,4683.36,4568.97,4271.71,3690.84,3548.43,2834.03,2529.12,2541.24,2136.73,2310.45,2622.5,2921.18,3206.45,3434.52,3768.35,4140.15,4621.65,5053.03,5578.03,6061.03,6351.63,6610.15,6942.24,7290.96,7628.59,7945.28,8267.81
Turks and Caicos Islands,1905.57,2021.91,2148.19,2289.32,2440.28,2592.18,2776.26,2931.89,3091.49,3255.37,3497.58,3706.02,3946.96,4165.77,4497.49,4797.24,5107.85,5418.59,5793.69,6184.18,6652.43,7191.25,7705.7,8220.75,8771.99,9388.58,10092.38,10875.54,11716.06,12567.54,13394.46,14171.7,14911.87,15663.54,16499.06,17448.94,18537.69,19735.95,21054.7,22429.15,23596.4,24574.78,25325.03,26575.51,28341.79,29028.86,30707.8,32162.46,34592.83,35813.1,34883.42,33787.47,30587.25,29970.64,30474.85,32595.9,36792.53,39996.57,44630.04,50291.64,53230.62,56564.88,60238.35,64181.19,68402.31,72900.37
Tuvalu,1194.83,1227.98,1263.73,1304.49,1346.87,1385.8,1437.63,1470.57,1501.95,1531.93,1594.26,1636.25,1687.93,1725.6,1804.54,1864.39,1922.81,1975.76,2046.23,2115.59,2204.36,2146.98,2084.36,2024.71,1972.62,1926.26,1894.56,1811.74,1765.0,1741.78,1711.68,1731.23,1440.49,1541.42,1629.69,1582.69,1911.36,2125.47,2510.38,2318.75,2649.76,2725.91,2781.08,2870.64,3133.02,2959.97,2735.51,2864.08,3386.36,3347.64,3757.1,3951.49,3978.99,4115.1,4256.79,4321.49,4345.64,4411.41,4477.82,4546.19,4660.8,4797.26,4948.42,5106.79,5271.79,5442.07
Uganda,570.23,592.58,616.33,590.91,569.9,587.47,602.56,614.47,594.47,607.87,607.01,591.2,608.17,646.61,669.61,672.08,696.34,715.99,716.89,755.87,748.33,744.87,738.25,728.78,716.97,695.75,681.28,677.46,641.56,554.53,530.93,531.35,558.5,567.14,545.84,513.45,503.14,505.9,521.99,535.97,553.15,557.44,555.71,581.52,630.83,658.21,693.23,710.86,725.22,774.76,783.8,799.52,834.78,856.67,880.63,934.18,986.75,1030.61,1085.22,1120.21,1143.78,1171.08,1203.08,1238.1,1276.23,1316.65
Ukraine,2755.5,2728.96,2871.02,2958.29,3064.23,3287.51,3561.39,3583.44,3806.23,3705.9,4009.85,4185.27,4244.75,4093.79,4594.65,4820.72,5021.81,5212.69,5492.41,5537.02,5942.79,6065.72,6059.37,6546.86,6700.66,6677.21,6959.53,7087.55,7231.04,7156.89,7129.52,7160.3,7304.85,7506.28,7557.58,7582.97,7861.46,7923.39,8070.23,8237.44,7901.96,7253.08,6567.42,5682.17,4476.38,3950.76,3583.41,3518.45,3500.42,3543.25,3781.99,4162.48,4432.96,4891.11,5533.37,5746.2,6212.1,6754.43,6950.35,5972.58,6121.63,6307.87,6516.2,6727.9,6945.34,7163.09
United Arab Emirates,48249.91,50839.2,52447.91,55722.58,59763.25,59467.76,61508.79,61495.21,61966.92,64974.74,67861.64,70075.86,73140.61,75443.9,77430.48,79002.14,80137.67,80779.13,80466.88,78443.7,76223.65,75612.63,74378.44,73242.26,74542.3,67859.79,67413.37,68641.53,59716.03,65697.75,74009.85,71521.33,62061.22,56098.08,54987.02,49815.71,38680.97,38547.48,34652.09,37387.44,42641.26,41226.12,40312.65,38246.21,38727.22,38789.02,39578.47,40260.17,38290.84,37114.9,38726.75,38155.23,37384.31,39857.28,41860.45,43554.11,46260.55,47576.95,48684.52,46326.02,46219.78,46412.05,46906.45,47463.07,48037.21,49886.13
United Kingdom,10106.78,10435.34,10457.11,10851.6,11166.02,11475.43,11573.99,11702.88,11716.2,12036.31,12473.92,12683.2,12774.91,13167.97,13682.83,13955.55,14163.45,14442.89,14878.41,15085.06,15403.57,15701.94,16189.76,17207.06,17066.07,17032.51,17466.78,17736.29,18319.83,18781.68,18512.39,18292.22,18649.94,19319.56,19787.83,20430.73,21207.77,22114.18,23206.18,23678.28,23791.33,23397.17,23381.94,23840.03,24771.22,25455.7,26124.17,26899.51,27777.79,28609.25,29611.41,30218.25,30744.03,31548.52,32349.74,32999.13,33733.54,34402.61,34233.05,32301.63,32669.79,33135.02,33686.95,34294.81,34937.3,35612.97
United States,13368.59,14159.07,14507.88,14876.16,14532.03,15215.02,15283.4,15321.04,15045.0,15654.55,15803.47,15934.42,16587.29,17046.87,17709.22,18523.73,19370.13,19645.82,20355.72,20784.57,20648.31,21088.71,21973.14,22918.36,22677.77,22481.43,23423.41,24218.01,25229.35,25708.23,25424.58,25805.88,25104.89,26034.42,27677.07,28572.18,29290.83,29965.02,30893.7,31679.84,31897.59,31380.85,32015.64,32507.85,33449.29,33906.38,34790.01,35944.71,37084.68,38405.95,39505.94,39448.54,39734.7,40368.04,41453.87,42583.31,43307.6,43723.47,43333.34,41588.77,42309.68,42916.1,43809.25,44664.77,45482.29,46246.72
Uruguay,4578.8,5024.48,4899.02,5043.65,5352.86,5352.49,5328.97,5395.3,5194.96,4963.17,5098.04,5154.1,5047.5,4968.79,5025.97,4990.46,5111.79,4936.74,4960.38,5219.76,5367.58,5376.63,5267.67,5291.67,5432.47,5741.52,5948.19,6027.38,6308.07,6685.92,7015.52,7156.5,6743.9,5915.24,5872.22,5905.73,6470.18,6962.78,6967.94,7001.01,6967.74,7222.85,7821.59,8017.12,8556.96,8387.56,8812.15,9303.96,9696.63,9403.6,9190.65,8833.35,7985.86,8148.56,8711.11,9428.77,9813.46,10521.73,11412.23,11679.01,12553.8,13103.6,13578.05,14047.51,14537.49,15044.67
Uzbekistan,958.56,954.26,985.46,1004.92,1028.03,1074.35,1129.37,1135.18,1179.13,1161.77,1220.39,1254.25,1266.79,1240.96,1332.85,1374.18,1410.63,1444.93,1493.57,1503.0,1571.09,1592.94,1594.14,1673.09,1699.19,1697.94,1743.57,1765.41,1789.5,1780.82,1779.16,1786.3,1810.61,1843.31,1853.52,1859.89,1903.69,1915.45,1971.89,1989.3,1964.17,1901.75,1661.37,1569.44,1450.94,1416.55,1411.61,1446.85,1486.29,1528.29,1563.22,1605.37,1653.52,1704.61,1813.57,1918.23,2039.21,2202.01,2366.79,2518.74,2609.28,2702.2,2802.96,2903.91,3009.49,3113.75
Vanuatu,1706.24,1743.27,1783.47,1830.15,1878.5,1921.43,1981.56,2015.04,2045.94,2074.51,2146.21,2189.78,2245.66,2282.26,2372.63,2436.91,2498.48,2552.18,2627.67,2700.76,2797.52,2791.55,2790.3,3107.57,3900.64,3656.82,3629.85,3515.91,3937.24,3960.78,3475.7,3516.43,3674.21,4104.59,4299.92,4173.49,4159.26,3843.43,3702.6,3743.91,3990.35,4082.54,4176.34,4174.83,4291.36,4325.23,4279.22,4390.29,4467.86,4358.8,4485.79,4230.36,3908.81,3923.54,4028.27,4229.54,4431.95,4670.63,4871.82,4964.5,4994.47,5054.82,5106.72,5181.67,5257.54,5334.79
Venezuela,6746.85,7031.16,7457.25,7428.23,7786.88,8033.06,8398.2,8929.32,8804.48,8961.95,8523.18,8433.25,8752.92,8899.26,9475.93,9629.1,9423.85,9521.96,9906.1,9964.9,10468.1,10431.72,10343.36,10799.3,11340.04,11286.63,11756.86,12106.47,11981.04,11696.28,10937.07,10552.85,10158.93,9331.46,9249.37,9024.13,9422.07,9507.13,9828.36,8715.45,9033.01,9714.5,10105.89,9918.35,9469.29,9677.46,9475.3,9930.24,9804.2,9025.71,9169.2,9307.29,8364.17,7565.12,8768.34,9489.45,10188.69,10787.33,11080.67,10473.42,10190.74,10079.18,10013.12,9959.17,9920.25,9920.26
Viet Nam,428.5,440.42,451.94,464.1,477.07,489.06,498.6,507.22,514.61,520.41,526.73,536.15,579.7,580.35,590.06,581.8,574.07,501.4,484.86,510.47,510.11,518.47,524.09,515.73,510.83,504.77,547.8,590.78,588.79,607.48,580.5,674.74,712.73,744.36,785.54,795.72,815.96,821.62,837.76,877.81,916.65,954.22,1024.0,1085.04,1150.97,1241.56,1338.43,1426.34,1487.52,1534.89,1623.07,1710.71,1800.31,1901.62,2033.49,2201.83,2358.44,2498.35,2621.89,2745.7,2879.75,3029.19,3192.44,3370.03,3563.02,3768.9
Virgin Islands British,1329.75,1428.11,1535.79,1656.61,1787.36,1921.74,2083.27,2226.85,2376.67,2533.14,2754.76,2954.48,3184.88,3402.38,3718.05,4014.14,4326.11,4645.18,5027.23,5431.41,5913.82,5257.1,5181.4,5387.47,5831.43,6032.08,5973.83,6051.89,6459.61,7103.47,7915.63,7750.45,7659.76,7786.41,7869.81,7637.44,7574.2,8265.59,8774.81,9139.92,11984.0,15704.49,20756.51,27890.68,36164.92,47350.08,51371.99,55384.02,59630.45,63850.87,68585.88,71535.93,69007.8,60105.44,65609.48,70915.34,71786.78,72188.95,73167.16,73996.01,79274.36,85266.19,91909.8,99118.63,106924.5,115343.9
Yemen,591.61,597.48,603.24,609.37,614.98,620.84,625.86,630.97,635.9,640.88,646.11,651.85,657.93,665.56,671.06,678.09,687.27,696.77,704.99,715.05,828.42,937.08,986.57,1072.48,1108.12,1161.56,1287.8,1380.36,1451.16,1490.22,1467.92,1513.76,1505.02,1546.7,1564.75,1520.69,1514.82,1531.52,1549.76,1557.11,1669.93,1652.41,1709.34,1692.73,1689.66,1807.05,1929.92,1986.48,2032.87,2035.38,2093.57,2110.1,2122.34,2137.75,2156.23,2209.9,2216.0,2225.56,2241.99,2261.4,2365.07,2393.62,2421.04,2455.3,2492.0,2531.1
Zambia,1340.7,1392.43,1445.26,1499.93,1555.88,1499.58,1614.81,1674.53,1564.51,1723.5,1750.79,1729.4,1687.37,1696.44,1822.9,2002.72,2045.64,2226.61,2231.83,2076.97,2085.93,2095.62,2157.09,2008.41,2082.04,1997.87,1932.26,1820.48,1724.55,1667.87,1694.05,1604.6,1483.64,1485.21,1410.3,1411.71,1339.48,1354.77,1395.65,1327.04,1283.64,1247.38,1199.51,1167.43,1033.77,975.71,996.37,998.7,955.66,953.72,956.44,968.33,993.85,1030.82,1064.57,1097.47,1140.76,1185.35,1226.31,1273.27,1328.87,1384.55,1446.42,1512.49,1579.71,1650.8
